Tên thương phẩm,Hoạt chất,Nhóm,Công ty đăng ký,Cây trồng,Dịch hại,Ghi chú sửa đổi
Vikres 22SC,Lambda-cyhalothrin 9.4% + Thiamethoxam 12.6%,Thuốc trừ sâu,Công ty TNHH BVTV Việt Thái,đậu tương,dòi đục thân,
Tuk tuk 20SC,Lambda-cyhalothrin 10% + Thiamethoxam 10%,Thuốc trừ sâu,Công ty TNHH Master AG,ngô,rệp muội,
"Boxing 405EC, 99.99EW",Lambda-cyhalothrin 2g/l (50g/l) + Phoxim 283g/l,Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,lúa; sâu cuốn,lá; rầy nâu; sâu đục thân,
"Arafat 66.66EW, 120WP, 270SC","Lambda-cyhalothrin 20g/l (10g/kg) (110g/l) + Thiacloprid 36.66g/l (100g/kg) (10g/l) + Thiamethoxam 10g/l (10g/kg), (150g/l)",Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,lúa; lúa 120WP,sâu cuốn lá; trắng,
BP. Lupeldon 50EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH TM Bình Phương,thuốc lá,sâu xanh da láng,
Canuron 100EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP TST Cần Thơ,cam; cà chua; đậu tương,sâu vẽ bùa; sâu xanh da láng; sâu đục quả,
Cedar 100EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH Western Agrochemicals,hoa cúc,bọ trĩ,
Lino pesti 80EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP Liên nông Việt Nam,cải bắp; đậu xanh,sâu tơ; sâu xanh da láng,
Lockin 100EC,Lufenuron (min 96%),Thuốc trừ sâu,Shanghai Synagy Chemicals Company Limited,cải bắp; ngô; sâu,khoang; sâu keo mùa thu,
Lockone 115EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,ngô; đậu tương,sâu keo mùa thu; sâu xanh da láng; sâu đục quả,
Lufenmax 50EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH Tập đoàn An Nông,lúa,sâu cuốn lá,
Lufenron 050EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP Đồng Xanh,bắp cải; cam; lúa; ngô; sâu cuốn; sâu vẽ; thuốc lá; đậu tương; đậu xanh,bùa; lá; sâu keo mùa thu; sâu tơ; sâu xanh da láng; sâu đục quả,
Lufenpesti 10SC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH XNK Kết Nông,ngô,sâu keo mùa thu,
Lugon 5.5EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP Lan Anh,cải bắp,sâu xanh da láng,
Martadu 100SC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH ADU Việt Nam,cải bắp,sâu tơ,
Match 050 EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH Syngenta Việt Nam,bắp cải; cà chua; khoai tây; lúa; ngô; sâu đục; thuốc lá; đậu xanh,quả; sâu cuốn lá; sâu keo mùa thu; sâu khoang; sâu tơ; sâu xanh,
Nikkei 5EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP CN Hoá chất Nhật Bản Kasuta,cải bắp,sâu tơ,
Nuronic 50EC,Lufenuron (min 96%),Thuốc trừ sâu,"Bailing Agrochemical Co., Ltd",cải bắp,sâu tơ,
Sukibe 50EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH TCT Hà Nội,ngô,sâu keo mùa thu,
Tomi 5EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty CP BMC Việt Nam,cải bắp,sâu tơ,
Tplufenron 100EC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH VTNN Trung Phong,ngô,sâu keo mùa thu,
VT-Fenuron 10SC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH Nam Bắc,lạc,sâu xanh da láng,
Ω-Luron 50SC,Lufenuron (min 96%),Thuốc trừ sâu,Công ty TNHH MTV BVTV Omega,bắp cải; sâu xanh da; đậu tương,láng; sâu tơ,
Samixplus 250SC,Lufenuron 50g/l + Metaflumizone 200 g/l,Thuốc trừ sâu,Công ty CP Bảo Nông Việt,lúa,sâu cuốn lá,
Truemax 250SC,Lufenuron 50g/l + Metaflumizone 200 g/l,Thuốc trừ sâu,Công ty TNHH Phú Nông,lúa,sâu cuốn lá,
Zumon Super 250SC,Lufenuron 50g/l + Metaflumizone 200 g/l,Thuốc trừ sâu,Công ty CP Kiên Nam,cải bắp; hành; lạc,sâu cuốn lá đầu đen; sâu tơ; sâu xanh da láng,
Ronfos 550EC,Lufenuron 50g/l + Profenofos 500g/l,Thuốc trừ sâu,"Shandong Weifang Rainbow Chemical Co., Ltd",lạc,sâu khoang,
Vitagold 15SC,Lufenuron 10% + Spinosad 5%,Thuốc trừ sâu,Công ty CP Big Farm,ngô,sâu keo mùa thu,
New vario 250SC,Lufenuron 50g/l + Spirotetramat 200g/l,Thuốc trừ sâu,Công ty TNHH Phú Nông,sầu riêng; thanh long,rệp sáp,
Pilarbomba 159SC,Lufenuron 53g/l + Tolfenpyrad 106g/l,Thuốc trừ sâu,"Pilarquim (Shanghai) Co., Ltd",lạc,sâu khoang,
ANB52 Super 100EC,Liuyangmycin (min 90%),Thuốc trừ sâu,Công ty TNHH An Nông,bắp cải; dưa hấu; lúa; vải,dòi đục lá; nhện gié; nhện lông nhung; rầy nâu; sâu cuốn lá; sâu tơ,
Map Loto 10EC,Liuyangmycin (min 90%),Thuốc trừ sâu,Map Pacific Pte Ltd,cam; quýt; xoài; đậu côve; đậu tương,bọ phấn; nhện đỏ; rệp muội; sâu xanh da láng,
Agri-one 1SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Hóa chất Nông nghiệp Hà Long,bắp cải; cam; chè; cà chua; cải bẹ; dưa hấu; lúa; lạc; thuốc lá; đậu côve; đậu tương,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rệp muội; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh bướm trắng; sâu xanh da láng,
"Ajisuper 0.5SL, 1EC",Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,bắp cải; cam; chè; dưa hấu; lúa,bọ cánh tơ; bọ nhảy; bọ trĩ; nhện đỏ; rầy xanh; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh; sâu đục bẹ,
Aphophis 5EC,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP nông dược Việt Nam,bắp cải; chè; cải xanh; dưa hấu; lúa; xoài; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít muỗi; rầy bông; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Asin 0.5SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH – TM Thái Nông,bắp cải; đậu tương,sâu tơ; sâu xanh da láng,
Đầu trâu Jolie 1.1SP,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Bình Điền MeKong,lúa,bọ trĩ,
Dotrine 0.6 SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH BVTV Đồng Phát,bắp cải; lúa; nhện,gié; sâu tơ,
Ema 5EC,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP SX - TM - DV Ngọc Tùng,bông vải; bắp cải; cam; chè; cà chua; cà phê; cải xanh; dưa hấu; hồ tiêu; khoai lang; lúa; nho; rệp; vải; xoài; điều; đậu tương; đậu xanh,bọ cánh tơ; bọ trĩ; bọ xít; bọ xít muỗi; dòi đục lá; nhện gié; nhện đỏ; rầy bông; rầy chổng cánh; rầy nâu; rầy xanh; sáp; sâu cuốn lá; sâu hồng; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh; sâu xanh bướm trắng; sâu xanh da láng; sâu đục bông; sâu đục bẹ; sâu đục quả; sâu đục thân,
"Faini 0.288EC, 0.3 SL",Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Nicotex,bắp cải; chè; lúa; rầy; sâu,bọ cánh tơ; nhện gié; nhện đỏ; rầy nâu; sâu cuốn lá; sâu đục bẹ; xanh,
Kobisuper 1SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH Nam Bắc,cam; chè; cà chua; cây bó xôi; dưa chuột; hoa cúc; hành; lúa; lạc; nho; thuốc lá; đậu tương; đậu đũa,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; ruồi hại lá; sâu cuốn lá; sâu khoang; sâu xanh; sâu xanh da láng; sâu đục quả,
Ly 0.26SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH Hóa sinh Á Châu,bắp cải; chè,bọ cánh tơ; sâu tơ; sâu xanh bướm trắng,
Marigold 0.36SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Nông dược Nhật Việt,bắp cải; cam; chè; chôm chôm; cà chua; cà phê; dưa hấu; lạc; nho; vải; xoài; điều; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít; mốc xám; nhện đỏ; rầy xanh; rệp sáp; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh da láng; sâu đục quả; sương mai; thối quả,
Plasma 3EC,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP QT APC Việt Nam,lúa,sâu cuốn lá,
Sakumec 0.5EC,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Quốc tế Agritech Hoa Kỳ,bắp cải; cam; chè; lúa; đậu tương,bọ nhảy; bọ trĩ; nhện đỏ; rầy xanh; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh da láng,
Sokonec 0.36 SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH Vật tư NN Phương Đông,bắp cải; cam; chè; lúa; đậu côve; đậu tương,bọ cánh tơ; nhện đỏ; rầy nâu; rầy xanh; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh bướm trắng; sâu xanh da láng; sâu đục quả,
Sokupi 0.5SL,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty TNHH Trường Thịnh,bắp cải; cam; chè; cà chua; cải bẹ; dưa chuột; lúa; lạc; thuốc lá; đậu côve,bọ trĩ; nhện đỏ; rệp muội; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh bướm trắng; sâu xanh da láng,
Wotac 16EC,Matrine (dịch chiết từ cây khổ sâm) (min 98%),Thuốc trừ sâu,Công ty CP Công nghệ cao Thuốc BVTV USA,bắp cải; cam; chè; cà chua; cải xanh; dưa hấu; lúa; xoài; đậu tương,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rầy bông; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Disrex 0.6 SL,Matrine 0.5% + Oxymatrine 0.1%,Thuốc trừ sâu,Công ty TNHH An Nông,bắp cải; lạc; sâu; xoài,sâu ăn hoa; tơ; xanh,
Nakamura 252 EC,Matrine 2g/l + Quinalphos 250g/l,Thuốc trừ sâu,Công ty CP Nông dược Việt Nam,lúa,sâu cuốn lá,
Ataflu 240SC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty CP BVTV Asata Hoa Kỳ,đậu tương,nhện đỏ,
DN Methaomizol 260SC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty TNHH TM DV Đức Nông,đậu tương,sâu xanh da láng,
Lumizon 240SC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty TNHH Phú Nông,cà chua,sâu đục quả,
Like-HP 240SC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty CP Nông nghiệp HP,bắp cải,sâu tơ,
Takiwa 22SC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty CP BMC Việt Nam,cải bắp; hành,sâu khoang; sâu tơ,
Tamizone 20EC,Metaflumizone (min 96%),Thuốc trừ sâu,Công ty TNHH Agrofarm,đậu tương,sâu xanh da láng,
Verismo 240SC,Metaflumizone (min 96%),Thuốc trừ sâu,"BASF Vietnam Co., Ltd",cải bắp; hành; lúa; đậu tương,sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh da láng,
Margo 20SC,Metaflumizone 10% + Methoxyfenozide 10%,Thuốc trừ sâu,Công ty TNHH Anh Dẩu Tiền Giang,hành,sâu xanh da láng,
Mesplus 40SC,Metaflumizone 20% + Methoxyfenozide 20%,Thuốc trừ sâu,Công ty TNHH TM Agri Green,ngô,sâu keo mùa thu,
Metadi 300SC,Metaflumizone 150 g/l + Methoxyfenozide 150 g/l,Thuốc trừ sâu,Công ty CP Global Farm,bắp cải; lúa; sâu cuốn,lá; sâu xanh da láng,
MDMetometa 400SC,Metaflumizone 200 g/l + Methoxyfenozide 200 g/l,Thuốc trừ sâu,Công ty CP Mạnh Đan,ngô,sâu keo mùa thu,
Ace sniper 30SC,Metaflumizone 18% + Methoxyfenozide 12%,Thuốc trừ sâu,Công ty CP ACE Biochem Việt Nam,cải bắp,sâu xanh da láng,
Metaran 108 CFU/g WP,Metarhizium anisopliae,Thuốc trừ sâu,Công ty CP Tập đoàn Lộc Trời,cam; lúa,bọ trĩ; sâu cuốn lá,
Naxa 800DP,Metarhizium anisopliae,Thuốc trừ sâu,Công ty CP sinh học NN Hai Lúa Vàng,lúa,rầy nâu,
Ometar 1.2 x 109 bào tử/g,Metarhizium anisopliae,Thuốc trừ sâu,Viện Lúa đồng bằng sông Cửu Long,dừa; lúa,bọ cánh cứng; bọ xít; rầy,
Gold Wing 24SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH MTV BVTV Thạnh Hưng,lúa,sâu cuốn lá,
Masterole 24SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,"Shandong Weifang Rainbow Chemical Co., Ltd",cải bắp,sâu xanh da láng,
Methozidetv 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH Hóa chất và TM Trần Vũ,lúa,sâu cuốn lá,
Newrice 230SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty CP S New Rice,cải bắp,sâu xanh da láng,
Prodigy® 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH Corteva Agriscience Việt Nam,cải bắp; lúa; lạc,sâu cuốn lá; sâu khoang; sâu xanh; sâu xanh da láng,
Profendi 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH Gap Agro,lúa,sâu cuốn lá,
Swin 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty CP Orfama,cải bắp,sâu khoang,
TCT Sieu 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH TCT Hà Nội,bắp cải,sâu xanh da láng,
Zylo 240SC,Methoxyfenozide (min 95%),Thuốc trừ sâu,Công ty TNHH UPL Việt Nam,cải bắp,sâu tơ,
Mepyda 240SC,Methoxyfenozide 150 g/l + Pyridalyl 90 g/l,Thuốc trừ sâu,Công ty TNHH Á Châu Hoá Sinh,cải bắp; lúa; ngô; sâu cuốn; sâu xanh da,lá; láng; sâu keo mùa thu,
Pixy® 360SC,Methoxyfenozide 300g/l + Spinetoram 60g/l,Thuốc trừ sâu,Công ty TNHH Corteva Agriscience Việt Nam,lúa; ngô,sâu cuốn lá; sâu keo mùa thu,
Aicmectin 75WG,Methylamine avermectin (min 70%),Thuốc trừ sâu,Công ty CP Hoá chất Nông nghiệp và Công nghiệp AIC,chè; cải bắp; sâu,rầy xanh; tơ,
Hagold 75WG,Methylamine avermectin (min 70%),Thuốc trừ sâu,Công ty TNHH CEC Việt Nam,lúa,sâu cuốn lá,
"Lutex 1.9EC, 5.5WG",Methylamine avermectin (min 70%),Thuốc trừ sâu,Công ty TNHH Vật tư và Nông sản Song Mã,bắp cải; lúa; sâu,lá; sâu cuốn lá; tơ,
Map rigo 3.2 SL,Methyl butyrate,Thuốc trừ sâu,Map Pacific Pte Ltd,cam; hành; nhện,sâu xanh da láng; đỏ,
Cazotil 1EC,Milbemectin (min 92%),Thuốc trừ sâu,Công ty TNHH TM Anh Thơ,lúa,sâu cuốn lá,
Dibrom 50EC,Naled (Bromchlophos) (min 93%),Thuốc trừ sâu,Công ty TNHH TM - DV Thanh Sơn Hóa Nông,lúa,bọ xít hôi,
TĐK Epoxyco 50EC,Naled (Bromchlophos) (min 93%),Thuốc trừ sâu,Công ty CP BVTV An Hưng Phát,lúa,rầy nâu,
Map Laba 10EC,Natural rubber,Thuốc trừ sâu,Map Pacific Pte Ltd,cam; nhện; ổi,rệp sáp; đỏ,
Acnipyram 50WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH Hoá sinh Á Châu,lúa,rầy nâu,
AT-Army 50SP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH TM Anh Thơ,sắn,bọ phấn trắng,
Benusa 600WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,lúa,rầy nâu,
BP Ram 500SG,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH TM Bình Phương,lúa,rầy nâu,
Charge 500WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH Alfa (Sài gòn),lúa,rầy nâu,
Doramto 50SP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty CP Nông dược Việt Thành,lúa,bọ trĩ; rầy nâu,
Dyman 500WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty CP Nông nghiệp HP,lúa,rầy nâu,
"Elsin 10EC, 500SL, 600WP",Nitenpyram (min 95%),Thuốc trừ sâu,Công ty CP Enasa Việt Nam,lúa; rệp; đậu tương,muội; nâu; rầy lưng trắng; rầy nâu; rệp,
Fonica 600WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH TM - DV Thanh Sơn Hóa Nông,bọ xít; lúa; điều,muỗi; rầy nâu,
Isaen 100SL,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty CP Nông dược Quốc tế Nhật Bản,lúa,rầy nâu,
Luckyram 600WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH MTV Lucky,lúa,rầy nâu,
"Nitensuper 220SL, 500WP",Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH An Nông,lúa; rầy; điều,bọ trĩ; muỗi; nhện gié; nâu; rầy nâu,
Rabure 10SL,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty CP Nông nghiệp CMP,sắn,bọ phấn trắng,
Soso 500WG,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH Trường Thịnh,đậu tương,rệp muội,
"Super King 500SL, 600WP",Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH Việt Đức,sắn,bọ phấn trắng,
"TVG28 650SP, 250 OD",Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH Hóa chất và TM Trần Vũ,hoa cúc; lúa; sắn,bọ phấn trắng; rầy nâu; trĩ,
-ram 600WP,Nitenpyram (min 95%),Thuốc trừ sâu,Công ty TNHH MTV BVTV Omega,lúa,rầy nâu,
Asa Ray 350OD,Nitenpyram 150g/kg (15%) + Pymetrozine 200g/kg (20%),Thuốc trừ sâu,Công ty CP BVTV Asata Hoa Kỳ,lúa,rầy nâu,
Nitop 35OD,Nitenpyram 150g/kg (15%) + Pymetrozine 200g/kg (20%),Thuốc trừ sâu,Công ty CP Global Farm,bọ phấn; phật thủ; rệp; sắn; đậu tương,muội; rầy chổng cánh; trắng,
ADU-Matty 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty TNHH ADU Việt Nam,sắn,bọ phấn trắng,
Gadgete 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty CP CN Hoá chất Nhật Bản Kasuta,lúa,rầy nâu,
Maxram 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty CP BVTV Phú Nông,lúa,rầy nâu,
Meniten 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty CP Global Farm,lúa,rầy nâu,
Metro Penxita 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty TNHH Pesticide Nhật Bản,hoa hồng,bọ trĩ,
Nitendo 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty CP Kỹ thuật NN I.FI,cà phê,rệp sáp,
Oriolus 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Albaugh Asia Pacific Limited,hồ tiêu; lúa,bọ xít lưới; rầy nâu,
Osago 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty CP BVTV Sài Gòn,lúa; phật thủ; rầy; rầy chổng; sắn,bọ phấn; cánh; nâu,
Phoppaway 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,"Beijing Bioseen Crop Sciences Co., Ltd",mía,rệp muội,
Samurai 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty TNHH Fujimoto Việt Nam,lúa,rầy nâu,
Sinapyram 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Sinamyang Group Pte. Ltd,đậu tương,rệp muội,
Star Chase 80WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty TNHH BVTV Akita Việt Nam,sắn,bọ phấn,
Vuachest 800WG,Nitenpyram 20% (200g/kg) + Pymetrozine 60% (600g/kg),Thuốc trừ sâu,Công ty TNHH TAT Hà Nội,lúa,rầy nâu,
"TT Led 70WG, 70WP",Nitenpyram 40% + Pymetrozine 30%,Thuốc trừ sâu,Công ty TNHH TM Tân Thành,cà phê; lúa,mọt đục quả; nâu; rầy lưng trắng; rầy nâu; rệp sáp; sâu cuốn lá; sâu đục thân,
Laroma 70WG,Nitenpyram 30% (300g/kg) + Pymetrozine 40% (400g/kg),Thuốc trừ sâu,Công ty TNHH MTV BVTV Long An,lúa,rầy nâu,
Nisangold 700WP,Nitenpyram 30% (300g/kg) + Pymetrozine 40% (400g/kg),Thuốc trừ sâu,Công ty CP Nông nghiệp HP,lúa,rầy nâu,
Ramsing,Nitenpyram 30% (300g/kg) + Pymetrozine 40% (400g/kg),Thuốc trừ sâu,Công ty TNHH Phú Nông,cà phê; lúa; rệp,rầy nâu; sáp,
"700WP, 700WG",Nitenpyram 30% (300g/kg) + Pymetrozine 40% (400g/kg),Thuốc trừ sâu,,lúa,rầy nâu,
"Lkset-up 70WG, 75WP",Nitenpyram 30% (50%) + Pymetrozine 40% (25%),Thuốc trừ sâu,Công ty TNHH Hoá sinh Á Châu,lúa; rầy,nâu; rầy nâu,
Nypydo 75WP,Nitenpyram 50% + Pymetrozine 25%,Thuốc trừ sâu,Công ty CP Đồng Xanh,lúa,rầy nâu,
Palano 600WP,Nitenpyram 400g/kg + Pymetrozine 200g/kg,Thuốc trừ sâu,Công ty TNHH Hóa nông Lúa Vàng,lúa,rầy nâu,
Titan 600WG,Nitenpyram 150 g/kg + Pymetrozine 450 g/kg,Thuốc trừ sâu,Công ty CP BVTV I TW,lúa,rầy nâu,
Auschet 80WP,Nitenpyram 40% + Pymetrozine 40%,Thuốc trừ sâu,Công ty TNHH MTV Lucky,lúa,rầy nâu nhỏ,
Pytenram 70WG,Nitenpyram 20% + Pymetrozine 50%,Thuốc trừ sâu,Công ty TNHH Kona Crop Science,sắn,bọ phấn,
Supercheck 720WP,Nitenpyram 500g/kg + Pyriproxyfen 220g/kg,Thuốc trừ sâu,Công ty TNHH An Nông,lúa,rầy nâu,
Facetime 750WP,Nitenpyram 450g/kg + Tebufenozide 200g/kg + Thiamethoxam 100g/kg,Thuốc trừ sâu,Công ty TNHH An Nông,lúa,rầy nâu,
Ang-Sachray 700WP,Nitenpyram 500 g/kg + Spiromesifen 200g/kg,Thuốc trừ sâu,Công ty TNHH An Nông,lúa,rầy nâu,
Rimon 10EC,Novaluron (min 96%),Thuốc trừ sâu,Công ty TNHH Adama Việt Nam,bắp cải; lạc; sâu xanh da,láng; sâu tơ,
True 100EC,Novaluron (min 96%),Thuốc trừ sâu,Công ty TNHH Phú Nông,lúa,rầy nâu,
Uniron 100EC,Novaluron (min 96%),Thuốc trừ sâu,Công ty TNHH UPL Việt Nam,ớt,sâu khoang,
Vimatrine 0.6 SL,Oxymatrine (min 98%),Thuốc trừ sâu,Công ty CP Thuốc sát trùng Việt Nam,chè; cà chua; cải bó xôi; dưa hấu; lúa; rau cải ngọt; điều,bọ phấn; bọ trĩ; bọ xít muỗi; nhện đỏ; ruồi hại lá; sâu cuốn lá; sâu tơ; sâu xanh da láng; sâu đục quả,
Anperan 50EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty CP Tập đoàn Lộc Trời,sắn,rệp sáp bột hồng,
Army 10EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH XNK Hóa chất Công nghệ cao Việt Nam,đậu tương,sâu khoang,
Asitrin 50EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH TM - DV Thanh Sơn Hóa Nông,lạc,sâu khoang,
Clatinusa 500EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,lúa,sâu keo,
Crymerin 50EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH Việt Thắng,cà phê; lúa; lạc; điều,mọt đục cành; rầy nâu; rệp sáp; sâu cuốn lá; sâu khoang; sâu róm; sâu đục thân,
Fullkill 50EC,Permethrin (min 92%),Thuốc trừ sâu,Forward International Ltd,lúa,sâu cuốn lá,
Galaxy 50EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH XNK Quốc tế SARA,bọ xít; lạc; điều,muỗi; sâu xanh,
Kilsect 10EC,Permethrin (min 92%),Thuốc trừ sâu,"Hextar Chemicals Sdn, Bhd",cà phê; lúa; lạc; điều,bọ trĩ; bọ xít muỗi; rệp sáp; sâu khoang; sâu phao; sâu róm,
Map-Permethrin 50EC,Permethrin (min 92%),Thuốc trừ sâu,Map Pacific Pte Ltd,bọ xít; cà phê; lúa; lạc; ngô; rệp; sâu keo mùa; sâu xanh da; sâu đục; điều; đậu tương,láng; muỗi; quả; sáp; sâu cuốn lá; thu,
Megarin 50 EC,Permethrin (min 92%),Thuốc trừ sâu,Công ty TNHH TM Anh Thơ,hồ tiêu; rầy thánh; đậu tương,giá; sâu xanh,
